Date,Close,High,Low,Open,Volume,Trend,Seasonal,Residual,Volatility,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Log_Return,CPI,Inflation_Rate,Interest_Rate,Volume_outlier,Volume_corrected,Short_MA,Long_MA,Short_Volatility,Long_Volatility,SMA_20,EMA_20,Lag_1,Lag_5,Lag_10,Volatility_Volume_Product,Interest_Rate_Change,Interest_Rate_to_Return
1/21/2000,1441.359985,1453.180054,1439.599976,1445.569946,1209800000,0,1.004135849,0,0,0.099118743,-1.450265443,0,-0.002916568,169.7516129,0,5.36,FALSE,1209800000,1438.777143,1438.777143,21.91626037,21.91626037,0,1445.918517,1445.569946,1449.680054,1403.449951,0,0,0
1/24/2000,1401.530029,1454.089966,1395.420044,1441.359985,1115800000,0,1.004415666,0,0,-0.077698793,-1.512719678,0,-0.028022584,169.8193548,0,5.53,FALSE,1115800000,1436.294002,1436.294002,23.20567937,23.20567937,0,1441.691042,1441.359985,1465.150024,1441.469971,0,0,0
1/25/2000,1410.030029,1414.26001,1388.48999,1401.530029,1073700000,0,1.005496652,0,0,-0.037730776,-1.540691203,0,0.006046484,169.8419355,0,5.46,FALSE,1073700000,1434.652504,1434.652504,23.36055621,23.36055621,0,1438.675707,1401.530029,1455.140015,1457.599976,0,0,0
1/26/2000,1404.089966,1412.72998,1400.160034,1410.030029,1117300000,0,1.005375913,0,0,0.040607246,-1.511723068,0,-0.004221619,169.8645161,0,5.52,FALSE,1117300000,1432.854708,1432.854708,23.80238604,23.80238604,0,1435.381827,1410.030029,1455.900024,1438.560059,0,0,0
1/27/2000,1398.560059,1418.859985,1370.98999,1404.089966,1129500000,0,1.002450524,0,0,0.01091918,-1.503617306,0,-0.003946204,169.8870968,0,5.61,FALSE,1129500000,1430.949449,1430.949449,24.46563023,24.46563023,0,1431.874992,1404.089966,1445.569946,1432.25,0,0,0
1/28/2000,1360.160034,1398.560059,1356.199951,1398.560059,1095800000,0,0.999688313,0,0,-0.029836211,-1.526007814,0,-0.027840813,169.9096774,0,5.58,FALSE,1095800000,1427.223691,1427.223691,28.79336064,28.79336064,0,1425.044996,1398.560059,1441.359985,1449.680054,0,0,0
1/31/2000,1394.459961,1394.47998,1350.140015,1360.160034,993800000,0,1.003904111,0,28.96715562,-0.093082679,-1.593777304,0,0.024904851,169.9774194,0,5.87,FALSE,993800000,1425.585504,1425.585504,28.96715562,28.96715562,1425.585504,1422.132136,1360.160034,1401.530029,1465.150024,28787559252,0,0
2/1/2000,1409.280029,1412.48999,1384.790039,1394.459961,981000000,0,1.004075565,0,28.30749293,-0.012879855,-1.60228171,0,0.010571741,170,0.413467218,5.79,FALSE,981000000,1423.288507,1424.809053,28.30749293,28.45701504,1423.288507,1420.908125,1394.459961,1410.030029,1455.140015,27769650567,0,0
2/2/2000,1409.119995,1420.609985,1403.48999,1409.280029,1038600000,0,1.0029366,0,27.95796442,0.058715596,-1.564011881,0,-0.000113564,170.0344828,0.413467218,5.64,FALSE,1038600000,1423.773505,1424.095914,27.95796442,27.97191803,1423.773505,1419.785446,1409.280029,1404.089966,1455.900024,29037141850,0,0
2/3/2000,1424.969971,1425.780029,1398.52002,1409.119995,1146500000,0,1.005136103,0,27.48904301,0.103889852,-1.492322391,0,0.011185348,170.0689655,0.413467218,5.71,FALSE,1146500000,1424.916504,1424.133916,27.48904301,27.32940717,1424.916504,1420.279211,1409.119995,1398.560059,1445.569946,31516187806,0,0
2/4/2000,1424.369995,1435.910034,1420.630005,1424.969971,1045100000,0,1.009192745,0,27.02328975,-0.088443088,-1.559693237,0,-0.000421133,170.1034483,0.413467218,5.7,FALSE,1045100000,1425.962506,1424.143753,27.02328975,26.72873094,1425.962506,1420.668809,1424.969971,1360.160034,1441.359985,28242040117,0,0
2/7/2000,1424.23999,1427.150024,1413.329956,1424.369995,918100000,0,1.007140703,0,26.77641103,-0.121519472,-1.644072896,0,-9.13E-05,170.2068966,0.413467218,5.76,FALSE,918100000,1425.101007,1424.147603,26.77641103,26.16596487,1425.101007,1421.008922,1424.369995,1394.459961,1401.530029,24583422971,0,0
2/8/2000,1441.719971,1441.829956,1424.23999,1424.23999,1047700000,0,1.003818203,0,25.98577123,0.141161094,-1.557965779,0,0.012198494,170.2413793,0.413467218,5.67,FALSE,1047700000,1424.307007,1424.823463,25.98577123,25.86789275,1424.307007,1422.981402,1424.23999,1409.280029,1410.030029,27225292518,0,0
2/9/2000,1411.709961,1444.550049,1411.650024,1441.719971,1050500000,0,1.004696386,0,25.90411012,0.002672521,-1.55610544,0,-0.021035117,170.2758621,0.413467218,5.76,FALSE,1050500000,1422.964502,1424.337778,25.90411012,25.49079154,1422.964502,1421.907932,1441.719971,1409.119995,1404.089966,27212267680,0,0
2/10/2000,1416.829956,1422.099976,1406.430054,1411.699951,1058800000,0,1.001872725,0,25.84259926,0.007901,-1.550590864,0,0.003620243,170.3103448,0.413467218,5.79,FALSE,1058800000,1422.1935,1424.069641,25.84259926,25.05449324,1422.1935,1421.424315,1411.709961,1424.969971,1398.560059,27362144093,0,0
2/11/2000,1387.119995,1416.829956,1378.890015,1416.829956,1025700000,0,1.000598499,0,26.12511476,-0.031261806,-1.572582728,0,-0.021192299,170.3448276,0.413467218,5.71,FALSE,1025700000,1419.065497,1422.795515,26.12511476,25.54187311,1419.065497,1418.157237,1416.829956,1424.369995,1360.160034,26796530212,0,0
2/14/2000,1389.939941,1394.930054,1380.530029,1387.119995,927300000,0,0.996585367,0,24.50520602,-0.095934484,-1.637960353,0,0.002030887,170.4482759,0.413467218,5.79,FALSE,927300000,1415.304993,1421.70033,24.50520602,25.80453696,1415.304993,1415.469875,1387.119995,1424.23999,1394.459961,22723677546,0,0
2/15/2000,1402.050049,1407.719971,1376.25,1389.939941,1092100000,0,0.99794892,0,22.77756816,0.177720263,-1.528466119,0,0.008674948,170.4827586,0.413467218,5.85,FALSE,1092100000,1412.650494,1421.06645,22.77756816,25.61511749,1412.650494,1414.191797,1389.939941,1441.719971,1409.280029,24875382193,0,0
2/16/2000,1387.670044,1404.550049,1385.579956,1402.050049,1018800000,0,0.998600251,0,20.99908418,-0.067118396,-1.577167134,0,-0.010309373,170.5172414,0.413467218,5.67,FALSE,1018800000,1409.238995,1420.022812,20.99908418,25.88092676,1409.238995,1411.665916,1402.050049,1411.709961,1409.119995,21393866958,0,0
2/17/2000,1388.26001,1399.880005,1380.069946,1387.670044,1034800000,0,0.998116414,0,19.64718755,0.015704751,-1.566536626,0,0.000425058,170.5517241,0.413467218,5.66,FALSE,1034800000,1406.373498,1419.060303,19.64718755,26.06649973,1406.373498,1409.436782,1387.670044,1416.829956,1424.969971,20330909678,0,0
2/18/2000,1346.089966,1388.589966,1345.319946,1388.26001,1042300000,0,0.998003075,0,22.11270035,0.007247777,-1.561553576,0,-0.030847103,170.5862069,0.413467218,5.7,FALSE,1042300000,1401.609998,1416.914116,22.11270035,28.55662061,1401.609998,1403.403752,1388.26001,1387.119995,1424.369995,23048067579,0,0
2/22/2000,1352.170044,1358.109985,1331.880005,1346.089966,980000000,0,0.993007452,0,24.72260954,-0.059771659,-1.602946117,0,0.004506673,170.7241379,0.413467218,5.81,FALSE,980000000,1399.141998,1415.064286,24.72260954,30.18710696,1399.141998,1398.524351,1346.089966,1389.939941,1424.23999,24228157351,0,0
2/23/2000,1360.689941,1370.109985,1342.439941,1352.170044,993700000,0,0.991327196,0,26.0073171,0.013979592,-1.593843744,0,0.006281139,170.7586207,0.413467218,5.77,FALSE,993700000,1396.674994,1413.553887,26.0073171,31.1022879,1396.674994,1394.921074,1352.170044,1402.050049,1441.719971,25843471002,0,0
2/24/2000,1353.430054,1364.800049,1329.880005,1360.689941,1215000000,0,0.987962185,0,27.66153704,0.222703029,-1.446810528,0,-0.00534973,170.7931034,0.413467218,5.76,FALSE,1215000000,1394.141998,1411.928919,27.66153704,32.22081234,1394.141998,1390.969548,1360.689941,1387.670044,1411.709961,33608767500,0,0
2/25/2000,1333.359985,1362.140015,1329.150024,1353.430054,1065200000,0,0.991807901,0,30.7797211,-0.123292181,-1.546338661,0,-0.01494009,170.8275862,0.413467218,5.73,FALSE,1065200000,1390.881995,1409.861315,30.7797211,34.24282718,1390.881995,1385.482923,1353.430054,1388.26001,1416.829956,32786558918,0,0
2/28/2000,1348.050049,1360.819946,1325.069946,1333.359985,1026500000,0,0.988362008,0,31.52596049,-0.036331205,-1.572051202,0,0.010957079,170.9310345,0.413467218,5.81,FALSE,1026500000,1390.276495,1408.276411,31.52596049,35.20907575,1390.276495,1381.917887,1333.359985,1346.089966,1387.119995,32361398438,0,0
2/29/2000,1366.420044,1369.630005,1348.050049,1348.050049,1204300000,0,0.985089322,0,31.95074708,0.173209937,-1.45391968,0,0.013535073,170.9655172,0.413467218,5.85,FALSE,1204300000,1388.8745,1407.230002,31.95074708,35.37924901,1388.8745,1380.441902,1348.050049,1352.170044,1389.939941,38478284712,0,0
3/1/2000,1379.189941,1383.459961,1366.420044,1366.420044,1274100000,0,0.989815241,0,31.64630927,0.05795898,-1.407544088,0,0.009302114,171,0.588235294,5.78,FALSE,1274100000,1387.369995,1406.546098,31.64630927,35.20760836,1387.369995,1380.322668,1366.420044,1360.689941,1402.050049,40320562637,0.174768076,18.78799472
3/2/2000,1381.76001,1386.560059,1370.349976,1379.189941,1198600000,0,0.985316577,0,31.24543749,-0.059257515,-1.457706798,0,0.001861729,170.9967742,0.588235294,5.76,FALSE,1198600000,1386.001996,1405.955953,31.24543749,34.98527573,1386.001996,1380.459558,1379.189941,1353.430054,1387.670044,37450781373,0,0
3/3/2000,1409.170044,1410.880005,1381.76001,1381.76001,1150300000,0,0.989246376,0,30.39654014,-0.040297013,-1.489797645,0,0.019642854,170.9935484,0.588235294,5.72,FALSE,1150300000,1385.212,1406.030699,30.39654014,34.56975018,1385.212,1383.19389,1381.76001,1333.359985,1388.26001,34965140121,0,0
3/6/2000,1391.280029,1409.73999,1384.75,1409.170044,1029000000,0,0.989168644,0,29.02246723,-0.105450752,-1.570390185,0,-0.012776702,170.983871,0.588235294,5.73,FALSE,1029000000,1383.557501,1405.695457,29.02246723,34.23770449,1383.557501,1383.963998,1409.170044,1348.050049,1346.089966,29864118775,0,0
3/7/2000,1355.619995,1399.209961,1349.98999,1391.280029,1314100000,0,0.991595302,0,27.99790654,0.277065112,-1.380967817,0,-0.025965297,170.9806452,0.588235294,5.68,FALSE,1314100000,1380.126501,1404.582669,27.99790654,34.65980974,1380.126501,1381.264569,1391.280029,1366.420044,1352.170044,36792048988,0,0
3/8/2000,1366.699951,1373.790039,1346.619995,1355.619995,1203000000,0,0.98921748,0,24.0601103,-0.084544555,-1.454783409,0,0.008140129,170.9774194,0.588235294,5.77,FALSE,1203000000,1376.3755,1403.759131,24.0601103,34.72469776,1376.3755,1379.877463,1355.619995,1379.189941,1360.689941,28944312685,0,0
3/9/2000,1401.689941,1401.819946,1357.880005,1366.699951,1123000000,0,0.99201952,0,23.38034037,-0.066500416,-1.50793595,0,0.02527957,170.9741935,0.588235294,5.79,FALSE,1123000000,1375.874499,1403.715106,23.38034037,34.34650764,1375.874499,1381.954842,1366.699951,1381.76001,1353.430054,26256122233,0,0
3/10/2000,1395.069946,1413.459961,1392.069946,1401.689941,1138800000,0,0.990372545,0,21.82900876,0.014069457,-1.497438323,0,-0.004734055,170.9709677,0.588235294,5.75,FALSE,1138800000,1374.786499,1403.534999,21.82900876,34.00205899,1374.786499,1383.203899,1401.689941,1409.170044,1333.359985,24858875174,0,0
3/13/2000,1383.619995,1398.390015,1364.839966,1395.069946,1016100000,0,0.993371474,0,21.7387719,-0.107744995,-1.578961033,0,-0.008241305,170.9612903,0.588235294,5.81,FALSE,1016100000,1374.611499,1403.12857,21.7387719,33.76607459,1374.611499,1383.243527,1395.069946,1391.280029,1348.050049,22088766129,0,0
3/14/2000,1359.150024,1395.150024,1359.150024,1383.619995,1094000000,0,0.996958473,0,21.68628598,0.076665683,-1.527203746,0,-0.017843727,170.9580645,0.588235294,5.8,FALSE,1094000000,1373.072003,1402.248999,21.68628598,33.99355411,1373.072003,1380.948908,1383.619995,1355.619995,1366.420044,23724796864,0,0
3/15/2000,1392.140015,1397.98999,1356.98999,1359.150024,1302800000,0,0.995084676,0,21.09446983,0.190859232,-1.388475614,0,0.02398262,170.9548387,0.588235294,5.9,FALSE,1302800000,1372.576501,1402.050784,21.09446983,33.68166033,1372.576501,1382.014728,1359.150024,1366.699951,1379.189941,27481875292,0,0
3/16/2000,1458.469971,1458.469971,1392.150024,1392.150024,1482300000,0,0.995148186,0,28.42700541,0.137780166,-1.2692146,0,0.046545779,170.9516129,0.588235294,5.77,FALSE,1482300000,1376.116498,1403.135768,28.42700541,34.25527665,1376.116498,1389.296179,1392.140015,1401.689941,1381.76001,42137350123,0,0
3/17/2000,1464.469971,1477.329956,1453.319946,1458.469971,1295100000,0,0.998309779,0,34.58191765,-0.126290225,-1.393591546,0,0.004105461,170.9483871,0.588235294,5.76,FALSE,1295100000,1379.926996,1404.293017,34.58191765,34.95478629,1379.926996,1396.455588,1458.469971,1395.069946,1409.170044,44787041545,0,0
3/20/2000,1456.630005,1470.300049,1448.48999,1464.469971,920800000,0,0.993288076,0,37.59179891,-0.289012431,-1.642278997,0,-0.005367831,170.9387097,0.588235294,5.82,FALSE,920800000,1385.453998,1405.262221,37.59179891,35.34839099,1385.453998,1402.186485,1464.469971,1383.619995,1391.280029,34614528435,0,0
3/21/2000,1493.869995,1493.920044,1446.060059,1456.630005,1065900000,0,0.993935011,0,43.82500286,0.157580365,-1.545873576,0,0.025244513,170.9354839,0.588235294,5.81,FALSE,1065900000,1392.538995,1406.873271,43.82500286,37.00163901,1392.538995,1410.918248,1456.630005,1359.150024,1355.619995,46713070547,0,0
3/22/2000,1500.640015,1505.079956,1487.329956,1493.869995,1075000000,0,0.996671749,0,49.30258543,0.008537386,-1.539827474,0,0.004521629,170.9322581,0.588235294,6.02,FALSE,1075000000,1399.536499,1408.547677,49.30258543,38.7457325,1399.536499,1419.463178,1493.869995,1392.140015,1366.699951,53000279340,0,0
3/23/2000,1527.349976,1532.5,1492.390015,1500.640015,1078300000,0,1.000086416,0,55.66924283,0.003069767,-1.537634932,0,0.017642498,170.9290323,0.588235294,6.04,FALSE,1078300000,1408.232495,1410.631928,55.66924283,41.49744413,1408.232495,1429.738111,1500.640015,1458.469971,1401.689941,60028144542,0,0
3/24/2000,1527.459961,1552.869995,1516.829956,1527.349976,1052200000,0,1.000290971,0,58.7625835,-0.024204767,-1.554975949,0,7.20E-05,170.9258065,0.588235294,5.98,FALSE,1052200000,1417.937494,1412.646204,58.7625835,43.89932382,1417.937494,1439.044954,1527.349976,1464.469971,1395.069946,61829990356,0,0
3/27/2000,1523.859985,1534.630005,1518.459961,1527.459961,901000000,0,1.003826378,0,60.86985498,-0.143698917,-1.655434251,0,-0.00235962,170.916129,0.588235294,6.07,FALSE,901000000,1426.727991,1414.531184,60.86985498,45.86457865,1426.727991,1447.122576,1527.459961,1456.630005,1383.619995,54843739334,0,0
3/28/2000,1507.72998,1527.359985,1507.089966,1523.859985,959100000,0,1.003443537,0,61.69683716,0.064483907,-1.616832218,0,-0.010641384,170.9129032,0.588235294,6.02,FALSE,959100000,1433.793488,1416.084497,61.69683716,47.0390577,1433.793488,1452.89471,1523.859985,1493.869995,1359.150024,59173436517,0,0
3/29/2000,1508.52002,1521.449951,1497.449951,1507.72998,1061900000,0,1.002653008,0,62.44563467,0.107183818,-1.548531203,0,0.000523856,170.9096774,0.588235294,5.98,FALSE,1061900000,1440.259991,1417.599833,62.44563467,48.12344526,1440.259991,1458.192358,1507.72998,1500.640015,1392.140015,66311019453,0,0
3/30/2000,1487.920044,1517.380005,1474.630005,1508.52002,1193400000,0,1.003676751,0,61.71898268,0.123834636,-1.461161714,0,-0.01374985,170.9064516,0.588235294,6.11,FALSE,1193400000,1445.567993,1418.73403,61.71898268,48.5557199,1445.567993,1461.023567,1508.52002,1527.349976,1458.469971,73655433926,0,0
3/31/2000,1498.579956,1519.810059,1484.380005,1487.920044,1227400000,0,1.001729995,0,62.18020269,0.028490028,-1.438571884,0,0.007138763,170.9032258,0.588235294,6.17,FALSE,1227400000,1450.038489,1420.001426,62.18020269,49.20190619,1450.038489,1464.600366,1487.920044,1527.459961,1464.469971,76319980776,0,0
4/3/2000,1505.969971,1507.189941,1486.959961,1498.579956,1021700000,0,0.999287182,0,61.76324042,-0.167590028,-1.575240355,0,0.004919226,170.92,-0.058479532,6.15,FALSE,1021700000,1455.772986,1421.344685,61.76324042,49.97879268,1455.772986,1468.540328,1498.579956,1523.859985,1456.630005,63103502742,-0.646714826,-131.4667877
4/4/2000,1494.72998,1526.449951,1416.410034,1505.97998,1515460000,0,1.000086732,0,57.58230078,0.483272976,-1.247182871,0,-0.007491614,170.93,-0.058479532,5.98,FALSE,1515460000,1462.728485,1422.473689,57.58230078,50.41530204,1462.728485,1471.034581,1505.969971,1507.72998,1493.869995,87263673547,0,0
4/5/2000,1487.369995,1506.550049,1478.050049,1494.72998,1110300000,0,1.000605284,0,53.14150305,-0.267351167,-1.516373916,0,-0.004936119,170.94,-0.058479532,6.08,FALSE,1110300000,1468.761987,1423.456967,53.14150305,50.65975355,1468.761987,1472.590334,1494.72998,1508.52002,1500.640015,59003010836,0,0
4/6/2000,1501.339966,1511.76001,1487.369995,1487.369995,1008000000,0,1.000258549,0,51.15637868,-0.09213726,-1.584342728,0,0.009348564,170.95,-0.058479532,6.05,FALSE,1008000000,1473.744489,1424.619399,51.15637868,51.16697544,1473.744489,1475.328394,1487.369995,1487.920044,1527.349976,51565629707,0,0
4/7/2000,1516.349976,1518.680054,1501.339966,1501.339966,891600000,0,1.002787714,0,48.45650689,-0.11547619,-1.661679675,0,0.009948095,170.96,-0.058479532,5.95,FALSE,891600000,1479.80849,1425.968378,48.45650689,51.98775327,1479.80849,1479.235212,1501.339966,1498.579956,1527.459961,43203821543,0,0
4/10/2000,1504.459961,1527.189941,1503.349976,1516.349976,853700000,0,1.001303161,0,43.06542251,-0.042507851,-1.686860691,0,-0.007872112,170.99,-0.058479532,6.05,FALSE,853700000,1485.850488,1427.105938,43.06542251,52.46207518,1485.850488,1481.637569,1516.349976,1505.969971,1523.859985,36764951201,0,0
4/11/2000,1500.589966,1512.800049,1486.780029,1504.459961,971400000,0,1.004407109,0,31.12112448,0.137870446,-1.608660015,0,-0.002575662,171,-0.058479532,5.97,FALSE,971400000,1492.922485,1428.155709,31.12112448,52.81593352,1492.922485,1483.442559,1504.459961,1494.72998,1507.72998,30231060318,0,0
4/12/2000,1467.170044,1509.079956,1466.150024,1500.589966,1175900000,0,1.004426153,0,21.30797974,0.210520898,-1.472788832,0,-0.022522936,171.01,-0.058479532,5.93,FALSE,1175900000,1496.673987,1428.705207,21.30797974,52.64134111,1496.673987,1481.892796,1500.589966,1487.369995,1508.52002,25056053381,0,0
4/13/2000,1440.51001,1477.52002,1439.339966,1467.170044,1032000000,0,1.005632595,0,23.28912947,-0.122374352,-1.568396965,0,-0.018338181,171.02,-0.058479532,5.97,FALSE,1032000000,1495.775989,1428.869163,23.28912947,52.2878239,1495.775989,1477.951578,1467.170044,1501.339966,1487.920044,24034381609,0,0
4/14/2000,1356.560059,1440.51001,1339.400024,1440.51001,1279700000,0,1.009852256,0,38.47355099,0.24001938,-1.40382341,0,-0.060045097,171.03,-0.058479532,6.08,FALSE,1279700000,1490.380493,1427.878627,38.47355099,52.60863829,1490.380493,1466.390481,1440.51001,1516.349976,1498.579956,49234603202,0,0
4/17/2000,1401.439941,1401.530029,1346.5,1356.560059,1204700000,0,1.007336767,0,42.76194669,-0.058607486,-1.453653917,0,0.03254811,171.06,-0.058479532,6.18,FALSE,1204700000,1487.62099,1427.521347,42.76194669,52.33738198,1487.62099,1460.204715,1356.560059,1504.459961,1505.969971,51515317177,0,0
4/18/2000,1441.609985,1441.609985,1397.810059,1401.439941,1109400000,0,1.006402429,0,43.94045295,-0.079106832,-1.516971882,0,0.028260297,171.07,-0.058479532,5.93,FALSE,1109400000,1485.00799,1427.709196,43.94045295,52.00799789,1485.00799,1458.433789,1401.439941,1500.589966,1494.72998,48747538500,0,0
4/19/2000,1427.469971,1447.689941,1424.26001,1441.609985,1001400000,0,1.008243434,0,45.58570603,-0.097349919,-1.588727812,0,-0.009856908,171.08,-0.058479532,5.93,FALSE,1001400000,1481.349487,1427.706048,45.58570603,51.66012169,1481.349487,1455.484854,1441.609985,1467.170044,1487.369995,45649526019,0,0
4/20/2000,1434.540039,1435.48999,1422.079956,1427.469971,896200000,0,1.0073098,0,45.37995765,-0.105052926,-1.658623404,0,0.004940641,171.09,-0.058479532,6.05,FALSE,896200000,1476.708991,1427.794801,45.37995765,51.32503619,1476.708991,1453.490109,1427.469971,1440.51001,1501.339966,40669518046,0,0
4/24/2000,1429.859985,1434.540039,1407.130005,1434.540039,868700000,0,1.007128461,0,44.88016272,-0.030685115,-1.67689459,0,-0.003267741,171.13,-0.058479532,5.9,FALSE,868700000,1471.828992,1427.821278,44.88016272,50.99120374,1471.828992,1451.239621,1434.540039,1356.560059,1516.349976,38987397357,0,0
4/25/2000,1477.439941,1477.670044,1429.859985,1429.859985,1071100000,0,1.008742118,0,43.21724106,0.232991827,-1.542418661,0,0.032734294,171.14,-0.058479532,5.99,FALSE,1071100000,1469.50799,1428.449362,43.21724106,50.96992164,1469.50799,1453.73489,1429.859985,1401.439941,1504.459961,46289986903,0,0
4/26/2000,1460.98999,1482.939941,1456.97998,1477.439941,999600000,0,1.007967343,0,42.29549746,-0.066753805,-1.589923744,0,-0.011196539,171.15,-0.058479532,6,FALSE,999600000,1467.17099,1428.85612,42.29549746,50.77680417,1467.17099,1454.425852,1477.439941,1441.609985,1500.589966,42278579261,0,0
4/27/2000,1464.920044,1469.209961,1434.810059,1460.98999,1111000000,0,1.008009711,0,41.16050073,0.111444578,-1.515908831,0,0.002686382,171.16,-0.058479532,6,FALSE,1111000000,1464.990991,1429.301354,41.16050073,50.61731092,1464.990991,1455.425299,1460.98999,1427.469971,1467.170044,45729316309,0,0
4/28/2000,1452.430054,1473.619995,1448.150024,1464.920044,984600000,0,1.003075036,0,40.8840519,-0.113771377,-1.599889846,0,-0.008562611,171.17,-0.058479532,6.06,FALSE,984600000,1463.216492,1429.583411,40.8840519,50.36868838,1463.216492,1455.140037,1464.920044,1434.540039,1440.51001,40254437500,0,0
5/1/2000,1468.25,1481.51001,1452.430054,1452.430054,966300000,0,1.006599127,0,40.05744203,-0.018586228,-1.61204849,0,0.010833162,171.2,0.175541252,6.17,FALSE,966300000,1461.699994,1430.049274,40.05744203,50.24021299,1461.699994,1456.388605,1452.430054,1429.859985,1356.560059,38707506236,0.234020784,21.60225935
5/2/2000,1446.290039,1468.25,1445.219971,1468.25,1011500000,0,1.007234377,0,38.78885197,0.046776363,-1.582017304,0,-0.015069532,171.2322581,0.175541252,6.05,FALSE,1011500000,1458.715997,1430.242616,38.78885197,49.96807421,1458.715997,1455.426837,1468.25,1477.439941,1401.439941,39234923767,0,0
5/3/2000,1415.099976,1446.290039,1398.359985,1446.290039,991600000,0,1.007451896,0,38.98395702,-0.019673752,-1.595238998,0,-0.021801501,171.2645161,0.175541252,6.05,FALSE,991600000,1454.734497,1430.064467,38.98395702,49.69690304,1454.734497,1451.586183,1446.290039,1460.98999,1441.609985,38656491780,0,0
5/4/2000,1409.569946,1420.98999,1404.939941,1415.099976,925800000,0,1.008117802,0,39.43505505,-0.066357402,-1.638956963,0,-0.003915528,171.2967742,0.175541252,6.05,FALSE,925800000,1450.844495,1429.826159,39.43505505,49.45310837,1450.844495,1447.584637,1415.099976,1464.920044,1427.469971,36508973962,0,0
